Sample,CRCR,GAGA,HYHY,CDRPOA,CDYAGL,CDYSTA,CDYTHA,CDYTHL,CELDUL,CELDUA,CELHEL,CELHEA,CELMIA,CELMIL,CELNAA,CELNEA,CELNEL,CGYGYL,CHAPEA,CHAPEL,CHYBEL,CHYHYL,CHYTRA,CHYTRL,CHYPAL,CLULUA,CLULUL,CPSPSL,DECDAD,DCEATL,DCECEL,DCESPP,DCHIRL,DCHIRP,DCUANL,DCUCUL,DCUCSL,DCUURL,DCUSPP,DDIDIL,DDISPP,DEMHEL,DEMMEL,DEMSPP,DEPSEL,DPSMAL,DPSSPP,DSISPL,DSISPP,DSTMYL,DSTSPP,DTAHYL,DTISPP,EBAACL,EBAAPL,EBAABL,EBABAL,EBABTL,EBACAL,EBACBL,EBACEL,EBACLL,EBAFAL,EBAPAL,ECACAL,EEPEPL,EEPSEL,EHEEOL,EHELEL,EHERHL,EISISL,ELEASL,ELELEL,ELETRL,ELEPAL,ELETHL,ELETVL,GCYCOR,GLYMSP,GPHYSP,GPLFER,HBEABA,HCOGRX,HCOPAX,HCOTRC,HGEAQU,HGEGER,HGEMET,HGETRE,HHYHYD,HMAMAC,HMEMES,HNAAMB,HNERAN,HNOBUE,HNONOT,HVEMIC,HVERHA,LCRELL,LCRPEL,MCOCOL,OAEANX,OCAHET,OCOARG,OCOCEN,OCOISC,OGOERP,OGOPRO,OLEARC,OLIBRC,OLIPAL,PCAMES,PPEISO,TBREOL,TCAPHL,TGLPCL,TGLSPP,THEHEL,THYCHL,THYHYL,THYSML,THYPUP,THYDTL,THYHYLP,THYLEL,THYMNL,THYMEL,THYOCL,THYOXL,THYSPP,TLENCL,TLEOEL,TLESPP,TLILIL,TODMAL,TPHCHL,TPOPOL,TPOPYL
S19_BFR1,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2340,60,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,360,0,0,165,0,0,30,0,15,210,0,0,0,15,0,0,0,0,0,135,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,30,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFR2,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,420,0,0,0,0,450,0,0,255,15,0,15,0,0,105,0,0,15,30,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3420,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,90,0,0,0,0,1110,0,0,420,0,0,30,0,0,420,0,0,0,30,0,0,0,0,0,60,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFP1,0,10,0,0,0,0,0,0,16,2,0,0,2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,4,4,70,24,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,70,0,0,0,4,0,4,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
S19_BFP3,0,15,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,21,6,342,63,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,0,0,0,0,3,0,0,0,0,0,0,0,0,735,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFP5,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,9,0,456,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
S19_BFN1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,455,21,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,5,0,0,3,0,0,12,0,0,2,0,0,0,0,0,20,0,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S19_BFN2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,418,34,0,0,0,0,0,0,0,1,0,2,0,0,0,15,1,0,0,0,0,29,0,0,14,0,0,23,0,1,10,0,0,0,2,0,15,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFN3,0,2,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,201,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,1,0,0,10,0,0,6,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
S19_CHR2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,735,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,120,0,0,0,0,1035,0,0,225,30,0,60,0,0,375,0,0,0,45,0,0,0,0,0,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0
S19_CHR3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,24,0,0,0,0,880,0,0,192,88,0,48,0,0,384,0,0,0,24,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,0,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0
S19_CHR4,0,0,0,0,0,0,0,0,0,0,0,0,45,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,465,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,0,0,0,0,480,0,0,195,45,0,45,0,0,480,0,0,0,90,0,0,0,0,0,0,90,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,90,15,0,0,0,0,15,15,0,0,45,0,0,0,0,0,0,0,0
S19_CHP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.615384615,0,0,0,0,0,0,0,2.307692308,0,0,33,0,4.615384615,11.53846154,276.9230769,25.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84615385,0,0,2.307692308,9.230769231,0,0,0,0,0,0,0,0,0,32.30769231,76.15384615,0,0,0,0,0,2.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_CHP2,0,45,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,3,302,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,7,56,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S19_CHP5,0,7,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,6,5,476,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,23,0,1,16,2,0,1,0,0,0,0,0,0,2,15,183,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
S19_CHN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,16,0,0,0,0,312,0,0,72,0,0,16,0,0,400,0,0,0,8,0,0,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
S19_CHN2,0,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,40,0,0,0,0,396,0,0,160,8,0,76,0,0,404,0,0,0,16,0,0,0,1,0,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0
S19_CHN3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,142.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1342.5,60,0,0,0,0,345,0,0,90,0,0,75,0,7.5,412.5,0,0,0,22.5,0,7.5,0,0,0,112.5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,22.5,0,0,0,0,0,0,0,0
S19_SBR2,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,12,0,0,0,0,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,394,0,0,174,96,0,10,0,0,56,0,0,4,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_SBR3,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,162,18,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,210,0,0,120,348,0,0,0,0,96,0,0,6,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_SBR4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,12,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,0,0,0,0,168,0,0,75,291,0,0,0,3,60,0,0,0,18,0,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_SBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,1335,60,0,0,0,0,0,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,111,0,0,6,57,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_SBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,690,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,116,0,0,2,14,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S19_SBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,15,0,0,0,45,0,0,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_SBN2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,2,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,252,0,0,202,6,0,26,0,0,65,0,0,3,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
S19_SBN3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,273,0,0,150,6,0,30,0,0,96,0,0,1,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
S19_SBN5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,327,0,0,215,3,0,26,0,0,64,1,0,1,3,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
F19_TCR1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,53,2,148,6,0,0,0,0,0,7,0,12,0,0,0,1,0,75,18,0,0,0,0,0,0,0,29,0,0,0,0,17,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
F19_TCR2,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,32,1,0,0,0,0,0,1,0,12,0,4,0,2,0,20,5,0,3,0,0,0,0,0,33,0,0,0,0,11,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F19_TCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,90,0,4980,360,0,0,0,0,0,0,0,30,0,0,0,0,0,2940,60,0,0,0,0,0,0,0,0,0,90,0,0,0,330,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F19_TCP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,4,10,7,78,18,2,3,0,0,0,31,2,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,19,0,0,30,6,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F19_TCP2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,2,7,5,0,0,0,0,0,30,0,400,65,5,0,0,0,0,20,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,135,0,0,190,130,0,20,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,1,31,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
F19_TCP3,0,0,0,0,10,0,6,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,1530,210,10,780,530,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F19_CCR1,0,0,0,0,0,0,0,0,0,0,4,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,648,40,0,0,0,0,0,0,0,12,0,0,0,24,0,416,12,0,0,0,0,4,0,0,80,68,0,0,0,0,8,0,0,0,0,4,0,0,0,0,80,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,4,0,0,0,8,0,4,0,0,64,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0
F19_CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,4,0,0,30,5,0,0,0,0,3,0,0,0,0,23,0,0,0,0,35,0,0,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,0,0,2,0,0,0,3,0,0,25,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,89,0,0
F19_CCR3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,216,10,0,0,0,0,0,0,0,8,0,0,0,4,0,62,0,0,0,0,0,8,0,0,66,32,0,0,0,0,2,0,0,0,0,26,0,0,0,0,22,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,0,0,2,0,0,8,0,0,0,0,0,2,0,4,20,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,0,0
F19_CCP1,0,0,66,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1,24,0,1,0,4,2,0,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F19_CCP2,0,0,41,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,76,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,3,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
F19_CCP3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
F19_FCR1,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,0,0,0,0,19,0,0,24,30,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,18,0,0,11,0,1,0,0,0,0,0,0
F19_FCR2,0,0,0,0,0,0,0,0,0,0,0,0,66,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,54,0,0,22,116,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,14,0,0,10,0,0,0,18,0,0,12,0,0,0,0,0,2,0,0
F19_FCR3,0,0,0,0,0,0,0,0,0,0,0,0,10,506,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,16,0,0,14,12,0,0,0,0,44,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,2,0,18,0,0,0,46,0,0,10,0,0,0,0,0,8,0,0
F19_FCP1,0,0,0,0,0,0,0,0,6,0,0,0,18,90,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,147,33,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,9,0,0,12,6,0,3,0,9,147,0,3,0,0,0,0,0,0,0,60,108,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,6,0,0,27,0,0,3,3,0,0,0,3,0,0,84,0,0,0,0,105,0,0,6,0,0,0,0,114,9,0,0,0,0,12,0
F19_FCP2,0,0,0,0,0,0,0,0,8,0,0,0,21,62,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,4,71,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,24,1,4,4,0,18,138,0,1,0,0,0,0,0,0,1,48,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,0,16,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,26,0,0,3,0,0,0,1,11,1,0,0,1,0,6,0
F19_FCP3,0,0,0,0,0,0,0,0,8,0,0,0,0,35,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,213,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,0,45,0,0,0,0,0,0,0,0,1,4,22,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,1,0,0,15,0,0,0,17,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
